location,commodity,acres,yield,price,unit,price_unit
41019,"HAY, ALFALFA, IRRIGATED",515,5.94,190.00,TONS / ACRE,$ / TON
41051,"HAY, ALFALFA, IRRIGATED",49,3.80,190.00,TONS / ACRE,$ / TON
16073,"BEANS, DRY EDIBLE, IRRIGATED",3438,2600.00,0.326,LB / ACRE,$ / LB
53021,"HAYLAGE, (EXCL ALFALFA)",2085,8.45,40.426,TONS / ACRE,$ / TON
16001,"BEANS, DRY EDIBLE, IRRIGATED",1803,2355.00,0.326,LB / ACRE,$ / LB
41057,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",1265,3.76,189.38,TONS / ACRE,$ / TON
53009,POTATOES,8,380.00,7.45,CWT / ACRE,$ / CWT
16055,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",8405,1.49,171.63,TONS / ACRE,$ / TON
16063,"CORN, SILAGE, NON-IRRIGATED",0,27.75,5.240,TONS / ACRE,$ / TON
53043,"BEANS, DRY EDIBLE, IRRIGATED",1558,2700.00,0.346,LB / ACRE,$ / LB
06089,POTATOES,1,408.50,13.44,CWT / ACRE,$ / CWT
16075,POTATOES,1921,445.00,7.20,CWT / ACRE,$ / CWT
41021,"WHEAT, WINTER",98724,42.17,6.72,BU / ACRE,$ / BU
16075,"BEANS, DRY EDIBLE, IRRIGATED",1800,2355.00,0.326,LB / ACRE,$ / LB
06007,"CORN, GRAIN, NON-IRRIGATED",0,162.70,5.19,BU / ACRE,$ / BU
41065,"WHEAT, WINTER, NON-IRRIGATED",49709,47.36,6.72,BU / ACRE,$ / BU
53011,"CORN, SILAGE, NON-IRRIGATED",1994,17.85,5.380,TONS / ACRE,$ / TON
53029,POTATOES,30,380.00,7.45,CWT / ACRE,$ / CWT
16045,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",27,1.72,171.63,TONS / ACRE,$ / TON
16045,"BEANS, DRY EDIBLE, IRRIGATED",427,2355.00,0.326,LB / ACRE,$ / LB
06041,POTATOES,115,408.50,13.44,CWT / ACRE,$ / CWT
30001,POTATOES,896,320.00,11.71,CWT / ACRE,$ / CWT
30023,"HAYLAGE, ALFALFA",158,2.72,22.100,TONS / ACRE,$ / TON
53037,OATS,544,92.15,2.98,BU / ACRE,$ / BU
16023,"WHEAT, WINTER, NON-IRRIGATED",0,29.31,6.29,BU / ACRE,$ / BU
16027,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,2.50,34.876,TONS / ACRE,$ / TON
16047,"BEANS, DRY EDIBLE, IRRIGATED",2871,2380.00,0.326,LB / ACRE,$ / LB
53039,"HAY, ALFALFA, IRRIGATED",3180,3.34,186.25,TONS / ACRE,$ / TON
06093,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1239,1.24,179.50,TONS / ACRE,$ / TON
41051,"WHEAT, WINTER",726,92.73,6.72,BU / ACRE,$ / BU
41055,BARLEY,10975,53.85,4.21,BU / ACRE,$ / BU
53001,"WHEAT, WINTER, NON-IRRIGATED",230890,46.31,6.49,BU / ACRE,$ / BU
30073,OATS,365,62.55,3.00,BU / ACRE,$ / BU
53017,"HAY, ALFALFA",1880,4.63,186.25,TONS / ACRE,$ / TON
41047,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",2012,2.85,189.38,TONS / ACRE,$ / TON
53045,POTATOES,2,380.00,7.45,CWT / ACRE,$ / CWT
16083,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",590,1.88,171.63,TONS / ACRE,$ / TON
53073,"BEANS, DRY EDIBLE, IRRIGATED",3,2700.00,0.346,LB / ACRE,$ / LB
53041,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",11469,1.84,190.25,TONS / ACRE,$ / TON
53065,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",6499,1.46,190.25,TONS / ACRE,$ / TON
30081,"BARLEY, NON-IRRIGATED",0,52.60,5.28,BU / ACRE,$ / BU
41027,"HAY, ALFALFA, NON-IRRIGATED",0,1.37,190.00,TONS / ACRE,$ / TON
53047,"OATS, NON-IRRIGATED",316,54.59,2.98,BU / ACRE,$ / BU
16067,"CORN, SILAGE, IRRIGATED",7772,27.03,5.240,TONS / ACRE,$ / TON
16083,"HAYLAGE, ALFALFA, IRRIGATED",9305,12.19,34.876,TONS / ACRE,$ / TON
53025,"HAYLAGE, (EXCL ALFALFA)",1035,8.32,40.426,TONS / ACRE,$ / TON
06099,"BEANS, DRY EDIBLE, NON-IRRIGATED",150,2400.50,0.549,LB / ACRE,$ / LB
53027,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",2399,1.53,190.25,TONS / ACRE,$ / TON
30073,POTATOES,16,325.63,11.71,CWT / ACRE,$ / CWT
06109,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,,0.549,LB / ACRE,$ / LB
53067,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",2676,7.45,40.426,TONS / ACRE,$ / TON
53077,"BEANS, DRY EDIBLE, IRRIGATED",218,1670.00,0.346,LB / ACRE,$ / LB
16063,"CORN, GRAIN, NON-IRRIGATED",0,169.00,5.24,BU / ACRE,$ / BU
30099,"WHEAT, WINTER, IRRIGATED",1421,67.53,6.39,BU / ACRE,$ / BU
41057,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",5766,9.07,37.276,TONS / ACRE,$ / TON
53077,"CORN, SILAGE, NON-IRRIGATED",0,23.26,5.380,TONS / ACRE,$ / TON
16025,"BARLEY, IRRIGATED",3266,75.13,5.33,BU / ACRE,$ / BU
06077,"HAYLAGE, ALFALFA, IRRIGATED",4128,8.06,37.800,TONS / ACRE,$ / TON
53025,"HAYLAGE, ALFALFA",3420,4.76,37.250,TONS / ACRE,$ / TON
16027,"OATS, NON-IRRIGATED",0,73.54,2.80,BU / ACRE,$ / BU
53029,"HAY, ALFALFA, NON-IRRIGATED",1240,1.33,186.25,TONS / ACRE,$ / TON
16059,"HAY, ALFALFA, IRRIGATED",23524,2.73,174.38,TONS / ACRE,$ / TON
53003,"WHEAT, WINTER",22469,53.96,6.49,BU / ACRE,$ / BU
41057,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",2281,9.63,37.276,TONS / ACRE,$ / TON
41005,BARLEY,639,33.13,4.21,BU / ACRE,$ / BU
41065,"HAYLAGE, (EXCL ALFALFA)",259,,37.276,TONS / ACRE,$ / TON
16045,"BARLEY, IRRIGATED",719,74.17,5.33,BU / ACRE,$ / BU
53029,"HAYLAGE, ALFALFA",618,7.00,37.250,TONS / ACRE,$ / TON
53003,"BEANS, DRY EDIBLE",1165,1465.00,0.346,LB / ACRE,$ / LB
41061,"WHEAT, WINTER, NON-IRRIGATED",14746,72.89,6.72,BU / ACRE,$ / BU
53021,"WHEAT, WINTER, NON-IRRIGATED",48612,45.99,6.49,BU / ACRE,$ / BU
53063,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",12194,2.12,190.25,TONS / ACRE,$ / TON
16017,"HAY, ALFALFA, IRRIGATED",246,2.76,174.38,TONS / ACRE,$ / TON
16067,"BEANS, DRY EDIBLE, IRRIGATED",3809,2275.00,0.326,LB / ACRE,$ / LB
41011,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",2734,2.04,189.38,TONS / ACRE,$ / TON
30073,"LENTILS, IRRIGATED",231,972.50,0.238,LB / ACRE,$ / LB
06021,"HAY, ALFALFA, NON-IRRIGATED",1535,3.00,189.00,TONS / ACRE,$ / TON
16087,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1339,2.29,171.63,TONS / ACRE,$ / TON
41071,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",7791,2.41,189.38,TONS / ACRE,$ / TON
16001,"HAY, ALFALFA",16197,4.33,174.38,TONS / ACRE,$ / TON
16069,LENTILS,4450,1150.00,0.288,LB / ACRE,$ / LB
41059,"CORN, GRAIN, IRRIGATED",15902,225.20,5.30,BU / ACRE,$ / BU
53077,"HAYLAGE, (EXCL ALFALFA)",4577,9.12,40.426,TONS / ACRE,$ / TON
53009,"HAY, ALFALFA, NON-IRRIGATED",237,0.93,186.25,TONS / ACRE,$ / TON
41005,"CORN, SILAGE, IRRIGATED",561,17.49,5.300,TONS / ACRE,$ / TON
06045,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1528,3.10,179.50,TONS / ACRE,$ / TON
41051,"CORN, GRAIN",43,110.37,5.30,BU / ACRE,$ / BU
30001,"OATS, NON-IRRIGATED",0,33.62,3.00,BU / ACRE,$ / BU
30081,"HAY, ALFALFA, IRRIGATED",16109,3.60,110.50,TONS / ACRE,$ / TON
41017,"BEANS, DRY EDIBLE, IRRIGATED",209,2231.25,0.358,LB / ACRE,$ / LB
16087,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2310.00,0.326,LB / ACRE,$ / LB
41071,POTATOES,7,367.60,8.11,CWT / ACRE,$ / CWT
16023,"OATS, NON-IRRIGATED",0,61.55,2.80,BU / ACRE,$ / BU
16067,"HAY, ALFALFA, IRRIGATED",36191,5.78,174.38,TONS / ACRE,$ / TON
41047,"BARLEY, IRRIGATED",45,114.41,4.21,BU / ACRE,$ / BU
53043,"WHEAT, WINTER, IRRIGATED",12948,92.07,6.49,BU / ACRE,$ / BU
16015,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",571,1.41,171.63,TONS / ACRE,$ / TON
16063,"HAY, ALFALFA, NON-IRRIGATED",916,1.03,174.38,TONS / ACRE,$ / TON
53011,"HAY, ALFALFA, NON-IRRIGATED",2344,2.22,186.25,TONS / ACRE,$ / TON
41025,"HAY, ALFALFA, IRRIGATED",35481,3.58,190.00,TONS / ACRE,$ / TON
06007,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1200,3.69,179.50,TONS / ACRE,$ / TON
06045,POTATOES,16,408.50,13.44,CWT / ACRE,$ / CWT
41029,"CORN, GRAIN, NON-IRRIGATED",62,98.24,5.30,BU / ACRE,$ / BU
16027,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",1055,9.33,27.300,TONS / ACRE,$ / TON
53023,BARLEY,5070,60.68,4.11,BU / ACRE,$ / BU
53041,POTATOES,19,380.00,7.45,CWT / ACRE,$ / CWT
30081,"WHEAT, WINTER, IRRIGATED",300,30.84,6.39,BU / ACRE,$ / BU
16035,BARLEY,1618,41.48,5.33,BU / ACRE,$ / BU
41051,"CORN, SILAGE",265,13.23,5.300,TONS / ACRE,$ / TON
30001,"HAY, ALFALFA, IRRIGATED",39274,3.44,110.50,TONS / ACRE,$ / TON
30047,"CORN, GRAIN, NON-IRRIGATED",0,35.21,5.06,BU / ACRE,$ / BU
41053,"HAYLAGE, ALFALFA",120,3.12,38.000,TONS / ACRE,$ / TON
41039,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",15855,2.00,189.38,TONS / ACRE,$ / TON
53053,"HAY, ALFALFA, NON-IRRIGATED",55,1.21,186.25,TONS / ACRE,$ / TON
41005,"HAYLAGE, (EXCL ALFALFA)",1797,5.08,37.276,TONS / ACRE,$ / TON
06007,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",146,1.77,179.50,TONS / ACRE,$ / TON
53077,"CORN, GRAIN, NON-IRRIGATED",0,205.16,5.38,BU / ACRE,$ / BU
16031,"WHEAT, WINTER, NON-IRRIGATED",13911,30.15,6.29,BU / ACRE,$ / BU
16067,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,1.63,34.876,TONS / ACRE,$ / TON
53005,"CORN, SILAGE, NON-IRRIGATED",0,23.38,5.380,TONS / ACRE,$ / TON
06095,"CORN, SILAGE, IRRIGATED",1196,32.89,5.190,TONS / ACRE,$ / TON
16039,"CORN, GRAIN, IRRIGATED",8575,191.15,5.24,BU / ACRE,$ / BU
41065,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1732,2.74,189.38,TONS / ACRE,$ / TON
16083,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",524,2.51,171.63,TONS / ACRE,$ / TON
30047,"WHEAT, WINTER, IRRIGATED",1542,74.78,6.39,BU / ACRE,$ / BU
16069,BARLEY,11434,61.19,5.33,BU / ACRE,$ / BU
53065,"BARLEY, NON-IRRIGATED",5250,48.96,4.11,BU / ACRE,$ / BU
53063,"BARLEY, IRRIGATED",312,95.52,4.11,BU / ACRE,$ / BU
53071,"CORN, GRAIN, NON-IRRIGATED",0,216.57,5.38,BU / ACRE,$ / BU
41035,"HAY, ALFALFA, NON-IRRIGATED",6997,2.52,190.00,TONS / ACRE,$ / TON
06097,"WHEAT, WINTER",14,19.14,5.77,BU / ACRE,$ / BU
16059,POTATOES,1,372.71,7.20,CWT / ACRE,$ / CWT
06035,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",7168,3.44,179.50,TONS / ACRE,$ / TON
41071,"WHEAT, WINTER, IRRIGATED",193,151.94,6.72,BU / ACRE,$ / BU
41005,POTATOES,52,367.60,8.11,CWT / ACRE,$ / CWT
53047,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",278,3.89,190.25,TONS / ACRE,$ / TON
06101,"BEANS, DRY EDIBLE, NON-IRRIGATED",1471,1742.40,0.549,LB / ACRE,$ / LB
41019,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",16380,1.80,189.38,TONS / ACRE,$ / TON
30077,"HAY, ALFALFA, NON-IRRIGATED",3255,1.26,110.50,TONS / ACRE,$ / TON
16009,"OATS, IRRIGATED",8,116.66,2.80,BU / ACRE,$ / BU
16047,"HAYLAGE, ALFALFA, IRRIGATED",16994,15.54,34.876,TONS / ACRE,$ / TON
16045,"WHEAT, WINTER",2392,99.87,6.29,BU / ACRE,$ / BU
53029,BARLEY,640,97.41,4.11,BU / ACRE,$ / BU
53073,"HAY, ALFALFA",305,2.28,186.25,TONS / ACRE,$ / TON
53077,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",491,1.55,190.25,TONS / ACRE,$ / TON
41019,POTATOES,4,561.25,8.11,CWT / ACRE,$ / CWT
53035,POTATOES,3,380.00,7.45,CWT / ACRE,$ / CWT
16013,"HAY, ALFALFA, NON-IRRIGATED",2584,2.52,174.38,TONS / ACRE,$ / TON
41035,"HAYLAGE, (EXCL ALFALFA)",629,,37.276,TONS / ACRE,$ / TON
06101,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",452,1.91,179.50,TONS / ACRE,$ / TON
41059,"BARLEY, IRRIGATED",1184,78.26,4.21,BU / ACRE,$ / BU
53063,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",32,2.67,40.426,TONS / ACRE,$ / TON
16061,LENTILS,1218,1150.00,0.288,LB / ACRE,$ / LB
41039,"HAY, ALFALFA, IRRIGATED",125,4.33,190.00,TONS / ACRE,$ / TON
16021,"HAY, ALFALFA",11701,2.63,174.38,TONS / ACRE,$ / TON
06035,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1560,1.65,179.50,TONS / ACRE,$ / TON
53005,"HAY, ALFALFA",9146,5.59,186.25,TONS / ACRE,$ / TON
06049,"WHEAT, WINTER, IRRIGATED",7535,100.89,5.77,BU / ACRE,$ / BU
41047,"SUGARBEETS, IRRIGATED",582,32.70,48.40,TONS / ACRE,$ / TON
53071,"BEANS, DRY EDIBLE, IRRIGATED",797,2700.00,0.346,LB / ACRE,$ / LB
30035,"BARLEY, NON-IRRIGATED",92127,30.05,5.28,BU / ACRE,$ / BU
16047,"OATS, IRRIGATED",183,75.47,2.80,BU / ACRE,$ / BU
53073,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",10452,10.04,40.426,TONS / ACRE,$ / TON
06099,"HAYLAGE, (EXCL ALFALFA)",18827,12.74,29.626,TONS / ACRE,$ / TON
53059,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",141,1.59,190.25,TONS / ACRE,$ / TON
06011,"CORN, GRAIN, NON-IRRIGATED",0,198.30,5.19,BU / ACRE,$ / BU
30029,"HAY, ALFALFA, IRRIGATED",4822,3.57,110.50,TONS / ACRE,$ / TON
53013,"WHEAT, WINTER",55052,79.55,6.49,BU / ACRE,$ / BU
06067,"HAYLAGE, ALFALFA",542,7.97,37.800,TONS / ACRE,$ / TON
16073,"CORN, GRAIN, NON-IRRIGATED",0,189.60,5.24,BU / ACRE,$ / BU
06093,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",4519,2.59,179.50,TONS / ACRE,$ / TON
30001,"OATS, IRRIGATED",117,84.62,3.00,BU / ACRE,$ / BU
06077,POTATOES,2952,408.50,13.44,CWT / ACRE,$ / CWT
16055,"HAY, ALFALFA, NON-IRRIGATED",2055,1.49,174.38,TONS / ACRE,$ / TON
16073,"BEANS, DRY EDIBLE, NON-IRRIGATED",2,2647.50,0.326,LB / ACRE,$ / LB
53025,"CORN, SILAGE, NON-IRRIGATED",0,22.84,5.380,TONS / ACRE,$ / TON
41047,"SUGARBEETS, NON-IRRIGATED",0,35.73,48.40,TONS / ACRE,$ / TON
16023,POTATOES,595,372.71,7.20,CWT / ACRE,$ / CWT
16057,"HAY, ALFALFA, NON-IRRIGATED",3534,1.93,174.38,TONS / ACRE,$ / TON
06039,"OATS, IRRIGATED",679,120.58,3.57,BU / ACRE,$ / BU
53069,POTATOES,1,380.00,7.45,CWT / ACRE,$ / CWT
06115,"WHEAT, WINTER",1242,86.00,5.77,BU / ACRE,$ / BU
16073,"OATS, NON-IRRIGATED",0,54.82,2.80,BU / ACRE,$ / BU
30089,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1242,1.52,109.38,TONS / ACRE,$ / TON
53075,"HAY, ALFALFA, IRRIGATED",2716,6.32,186.25,TONS / ACRE,$ / TON
53071,POTATOES,8452,701.33,7.45,CWT / ACRE,$ / CWT
06093,"BARLEY, NON-IRRIGATED",1527,59.23,5.09,BU / ACRE,$ / BU
16073,"BARLEY, NON-IRRIGATED",0,46.16,5.33,BU / ACRE,$ / BU
16063,"WHEAT, WINTER, NON-IRRIGATED",82,28.10,6.29,BU / ACRE,$ / BU
41027,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",182,3.68,37.276,TONS / ACRE,$ / TON
53011,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",74,4.31,190.25,TONS / ACRE,$ / TON
53057,OATS,17,60.09,2.98,BU / ACRE,$ / BU
06007,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",150,9.44,29.626,TONS / ACRE,$ / TON
06051,"HAY, ALFALFA, IRRIGATED",10253,5.29,189.00,TONS / ACRE,$ / TON
41067,"BARLEY, NON-IRRIGATED",319,50.93,4.21,BU / ACRE,$ / BU
06113,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1227,1.68,179.50,TONS / ACRE,$ / TON
06049,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1332,1.22,179.50,TONS / ACRE,$ / TON
41045,"CORN, GRAIN, IRRIGATED",25277,189.71,5.30,BU / ACRE,$ / BU
41037,OATS,1125,151.00,3.40,BU / ACRE,$ / BU
16013,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",62,3.66,27.300,TONS / ACRE,$ / TON
53047,"CORN, SILAGE, IRRIGATED",1090,21.20,5.380,TONS / ACRE,$ / TON
41005,"WHEAT, WINTER",3400,82.44,6.72,BU / ACRE,$ / BU
06061,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1024,4.25,179.50,TONS / ACRE,$ / TON
16027,"BEANS, DRY EDIBLE, IRRIGATED",12148,2355.00,0.326,LB / ACRE,$ / LB
16067,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",16,18.38,27.300,TONS / ACRE,$ / TON
41029,"HAY, ALFALFA, IRRIGATED",1639,4.12,190.00,TONS / ACRE,$ / TON
41043,"WHEAT, WINTER",11255,91.43,6.72,BU / ACRE,$ / BU
16063,"OATS, NON-IRRIGATED",0,52.76,2.80,BU / ACRE,$ / BU
41059,"BEANS, DRY EDIBLE, NON-IRRIGATED",2098,2231.25,0.358,LB / ACRE,$ / LB
06101,"BEANS, DRY EDIBLE, LIMA, IRRIGATED",1479,2114.00,0.549,LB / ACRE,$ / LB
06019,"OATS, IRRIGATED",1279,125.11,3.57,BU / ACRE,$ / BU
41017,"BEANS, DRY EDIBLE, IRRIGATED",209,2400.00,0.358,LB / ACRE,$ / LB
41047,OATS,1000,78.09,3.40,BU / ACRE,$ / BU
06063,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",315,0.77,179.50,TONS / ACRE,$ / TON
06049,"WHEAT, WINTER, NON-IRRIGATED",779,0.00,5.77,BU / ACRE,$ / BU
16087,"WHEAT, WINTER, IRRIGATED",3996,109.82,6.29,BU / ACRE,$ / BU
16001,"CORN, SILAGE, NON-IRRIGATED",0,28.37,5.240,TONS / ACRE,$ / TON
06047,"WHEAT, WINTER, NON-IRRIGATED",2074,58.64,5.77,BU / ACRE,$ / BU
06109,"CORN, SILAGE, NON-IRRIGATED",0,4.51,5.190,TONS / ACRE,$ / TON
16075,"SUGARBEETS, NON-IRRIGATED",0,36.84,48.40,TONS / ACRE,$ / TON
41063,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",2912,2.03,189.38,TONS / ACRE,$ / TON
53025,"HAY, ALFALFA, IRRIGATED",89487,6.33,186.25,TONS / ACRE,$ / TON
06035,"HAY, ALFALFA, IRRIGATED",13458,4.06,189.00,TONS / ACRE,$ / TON
53017,BARLEY,3894,35.31,4.11,BU / ACRE,$ / BU
30061,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",138,1.61,109.38,TONS / ACRE,$ / TON
16083,"BEANS, DRY EDIBLE, NON-IRRIGATED",108,2453.75,0.326,LB / ACRE,$ / LB
16055,"BARLEY, NON-IRRIGATED",190,57.12,5.33,BU / ACRE,$ / BU
06023,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",1359,6.15,29.626,TONS / ACRE,$ / TON
41017,"BEANS, DRY EDIBLE, NON-IRRIGATED",86,,0.358,LB / ACRE,$ / LB
53017,"CORN, GRAIN, NON-IRRIGATED",0,209.74,5.38,BU / ACRE,$ / BU
53025,"HAY, ALFALFA, NON-IRRIGATED",1209,1.78,186.25,TONS / ACRE,$ / TON
41039,"BEANS, DRY EDIBLE, IRRIGATED",161,2231.25,0.358,LB / ACRE,$ / LB
41005,"HAY, ALFALFA, NON-IRRIGATED",651,2.19,190.00,TONS / ACRE,$ / TON
41019,"HAY, ALFALFA, NON-IRRIGATED",405,3.28,190.00,TONS / ACRE,$ / TON
41059,"HAYLAGE, ALFALFA, IRRIGATED",1114,8.15,38.000,TONS / ACRE,$ / TON
06023,"CORN, SILAGE",227,21.67,5.190,TONS / ACRE,$ / TON
30047,"OATS, NON-IRRIGATED",272,34.81,3.00,BU / ACRE,$ / BU
06047,"BEANS, DRY EDIBLE, IRRIGATED",1699,2188.00,0.549,LB / ACRE,$ / LB
53043,"HAY, ALFALFA, IRRIGATED",6100,5.20,186.25,TONS / ACRE,$ / TON
53071,"HAY, ALFALFA, NON-IRRIGATED",987,1.90,186.25,TONS / ACRE,$ / TON
53057,"BARLEY, IRRIGATED",812,71.09,4.11,BU / ACRE,$ / BU
53063,"BEANS, DRY EDIBLE",715,,0.346,LB / ACRE,$ / LB
53033,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",2507,2.31,190.25,TONS / ACRE,$ / TON
53061,OATS,11,50.00,2.98,BU / ACRE,$ / BU
16073,"WHEAT, WINTER",8592,111.16,6.29,BU / ACRE,$ / BU
30039,"HAY, ALFALFA",8438,2.81,110.50,TONS / ACRE,$ / TON
53067,POTATOES,18,380.00,7.45,CWT / ACRE,$ / CWT
41045,"BEANS, DRY EDIBLE, IRRIGATED",5199,2400.00,0.358,LB / ACRE,$ / LB
41059,"BEANS, DRY EDIBLE, IRRIGATED",1521,2231.25,0.358,LB / ACRE,$ / LB
16057,"WHEAT, WINTER",73075,75.24,6.29,BU / ACRE,$ / BU
53001,"BEANS, DRY EDIBLE, IRRIGATED",7882,2410.00,0.346,LB / ACRE,$ / LB
53077,"HAYLAGE, ALFALFA",4234,11.96,37.250,TONS / ACRE,$ / TON
16085,"HAY, ALFALFA, IRRIGATED",1702,3.03,174.38,TONS / ACRE,$ / TON
41045,"HAY, ALFALFA, IRRIGATED",49940,5.04,190.00,TONS / ACRE,$ / TON
53025,"CORN, GRAIN, IRRIGATED",46337,210.00,5.38,BU / ACRE,$ / BU
30081,POTATOES,35,335.40,11.71,CWT / ACRE,$ / CWT
53005,POTATOES,33697,626.00,7.45,CWT / ACRE,$ / CWT
41065,"BARLEY, IRRIGATED",133,72.12,4.21,BU / ACRE,$ / BU
06095,"HAY, ALFALFA, NON-IRRIGATED",1530,2.96,189.00,TONS / ACRE,$ / TON
06063,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1683,1.60,179.50,TONS / ACRE,$ / TON
41039,POTATOES,30,367.60,8.11,CWT / ACRE,$ / CWT
16053,"CORN, SILAGE, IRRIGATED",24304,27.03,5.240,TONS / ACRE,$ / TON
06077,"CORN, SILAGE, IRRIGATED",45001,26.96,5.190,TONS / ACRE,$ / TON
06023,"BEANS, DRY EDIBLE, NON-IRRIGATED",26,,0.549,LB / ACRE,$ / LB
06013,"CORN, SILAGE",1342,21.22,5.190,TONS / ACRE,$ / TON
06005,"HAY, ALFALFA, NON-IRRIGATED",0,2.28,189.00,TONS / ACRE,$ / TON
41043,"SUGARBEETS, IRRIGATED",194,32.70,48.40,TONS / ACRE,$ / TON
53073,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1869,4.99,190.25,TONS / ACRE,$ / TON
06095,POTATOES,11,408.50,13.44,CWT / ACRE,$ / CWT
30047,"HAY, ALFALFA, IRRIGATED",24797,2.93,110.50,TONS / ACRE,$ / TON
53025,"CORN, SILAGE, IRRIGATED",13130,27.02,5.380,TONS / ACRE,$ / TON
16023,"WHEAT, WINTER, IRRIGATED",1169,98.12,6.29,BU / ACRE,$ / BU
53073,OATS,4,87.25,2.98,BU / ACRE,$ / BU
41039,"HAY, ALFALFA, NON-IRRIGATED",223,2.39,190.00,TONS / ACRE,$ / TON
06041,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",975,11.18,29.626,TONS / ACRE,$ / TON
16037,"BARLEY, NON-IRRIGATED",0,26.63,5.33,BU / ACRE,$ / BU
06023,"CORN, GRAIN, IRRIGATED",9,186.07,5.19,BU / ACRE,$ / BU
16075,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",363,10.02,27.300,TONS / ACRE,$ / TON
06033,"CORN, SILAGE, NON-IRRIGATED",0,0.45,5.190,TONS / ACRE,$ / TON
41039,"BEANS, DRY EDIBLE, NON-IRRIGATED",16,,0.358,LB / ACRE,$ / LB
53057,"HAYLAGE, ALFALFA, NON-IRRIGATED",183,4.80,37.250,TONS / ACRE,$ / TON
06097,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",4566,11.29,29.626,TONS / ACRE,$ / TON
16061,BARLEY,11722,64.45,5.33,BU / ACRE,$ / BU
