commodity,unit,fips,adc,state,yield,county_yield,ad_yield,st_yield,st_irrigated,st_partial,st_none
"HAYLAGE, (EXCL ALFALFA)",TONS,53067,53ag10,53,8.51,8.51,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53061,53ag10,53,10.63,10.63,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53059,53ag10,53,2.63,2.63,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53055,53ag10,53,1.84,1.84,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53053,53ag10,53,6.44,,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53049,53ag10,53,8.03,8.03,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53045,53ag10,53,1.52,1.52,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53041,53ag10,53,4.36,4.36,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53035,53ag10,53,4.82,4.82,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53033,53ag10,53,7.28,7.28,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53031,53ag10,53,5.58,5.58,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53029,53ag10,53,6.65,6.65,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53027,53ag10,53,6.23,6.23,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53015,53ag10,53,6.96,6.96,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53011,53ag10,53,6.24,6.24,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53009,53ag10,53,7.00,7.00,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,53057,53ag10,53,8.69,8.69,6.44,5.61,10.65,11.05,6.60
"HAYLAGE, (EXCL ALFALFA)",TONS,41035,41ag80,41,3.56,,3.56,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41069,41ag80,41,1.74,1.74,3.56,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41013,41ag80,41,6.20,6.20,3.56,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41017,41ag80,41,2.89,2.89,3.56,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41045,41ag80,41,4.54,4.54,3.56,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41023,41ag80,41,1.50,1.50,3.56,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41037,41ag80,41,3.56,,3.56,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41031,41ag80,41,4.46,4.46,3.56,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41011,41ag70,41,7.03,7.03,4.81,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41029,41ag70,41,2.92,2.92,4.81,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41019,41ag70,41,4.48,4.48,4.81,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41001,41ag30,41,2.37,2.37,5.21,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41061,41ag30,41,5.21,,5.21,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41059,41ag30,41,9.11,9.11,5.21,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41063,41ag30,41,4.15,4.15,5.21,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41065,41ag20,41,3.68,,3.68,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41049,41ag20,41,3.68,,3.68,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41027,41ag20,41,3.68,3.68,3.68,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41053,41ag10,41,7.69,7.69,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41057,41ag10,41,9.23,9.23,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41009,41ag10,41,15.73,15.73,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41007,41ag10,41,6.78,6.78,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41005,41ag10,41,5.08,5.08,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41003,41ag10,41,6.51,6.51,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41067,41ag10,41,4.91,4.91,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41041,41ag10,41,2.69,2.69,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41039,41ag10,41,6.08,6.08,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41071,41ag10,41,5.44,5.44,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41043,41ag10,41,5.51,5.51,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41047,41ag10,41,9.17,9.17,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,41051,41ag10,41,1.93,1.93,6.67,5.45,6.00,7.90,5.65
"HAYLAGE, (EXCL ALFALFA)",TONS,30011,30ag90,30,1.50,,1.50,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30075,30ag90,30,1.50,1.50,1.50,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30003,30ag80,30,2.20,2.20,2.35,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30095,30ag80,30,2.35,,2.35,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30067,30ag80,30,2.85,2.85,2.35,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30111,30ag80,30,2.00,2.00,2.35,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30057,30ag70,30,7.78,7.78,6.68,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30031,30ag70,30,5.57,5.57,6.68,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30107,30ag50,30,4.09,,4.09,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30059,30ag50,30,4.09,,4.09,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30049,30ag50,30,1.15,1.15,4.09,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30045,30ag50,30,9.55,9.55,4.09,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30013,30ag50,30,3.88,3.88,4.09,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30027,30ag50,30,1.77,1.77,4.09,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30091,30ag30,30,4.29,4.29,3.91,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30085,30ag30,30,3.53,3.53,3.91,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30105,30ag30,30,3.91,,3.91,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30083,30ag30,30,3.91,,3.91,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30041,30ag20,30,2.67,,2.67,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30099,30ag20,30,2.35,2.35,2.67,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30071,30ag20,30,2.27,2.27,2.67,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30005,30ag20,30,3.40,3.40,2.67,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30063,30ag10,30,3.47,3.47,3.05,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30077,30ag10,30,3.05,,3.05,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30089,30ag10,30,3.05,,3.05,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30047,30ag10,30,3.05,,3.05,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30061,30ag10,30,4.04,4.04,3.05,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,30081,30ag10,30,3.30,3.30,3.05,3.49,5.80,3.50,3.00
"HAYLAGE, (EXCL ALFALFA)",TONS,16071,16ag90,16,3.56,,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16029,16ag90,16,1.33,1.33,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16041,16ag90,16,5.92,5.92,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16043,16ag90,16,1.13,1.13,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16051,16ag90,16,8.18,8.18,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16037,16ag90,16,3.89,3.89,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16005,16ag90,16,2.52,2.52,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16007,16ag90,16,3.56,,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16011,16ag90,16,4.12,4.12,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16019,16ag90,16,3.56,,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16059,16ag90,16,1.40,1.40,3.56,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16083,16ag80,16,8.75,8.75,8.82,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16063,16ag80,16,2.73,2.73,8.82,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16013,16ag80,16,3.66,3.66,8.82,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16047,16ag80,16,8.57,8.57,8.82,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16067,16ag80,16,18.38,18.38,8.82,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16053,16ag80,16,6.12,6.12,8.82,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16031,16ag80,16,13.54,13.54,8.82,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16001,16ag70,16,9.97,9.97,8.97,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16045,16ag70,16,5.74,5.74,8.97,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16075,16ag70,16,10.02,10.02,8.97,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16073,16ag70,16,9.78,9.78,8.97,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16027,16ag70,16,9.33,9.33,8.97,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16085,16ag70,16,8.97,,8.97,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16035,16ag10,16,2.51,,2.51,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16055,16ag10,16,1.74,1.74,2.51,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16057,16ag10,16,1.04,1.04,2.51,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16017,16ag10,16,5.13,5.13,2.51,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16009,16ag10,16,1.40,1.40,2.51,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,16049,16ag10,16,3.23,3.23,2.51,5.90,8.65,,2.80
"HAYLAGE, (EXCL ALFALFA)",TONS,06025,06ag80,06,7.08,,7.08,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06083,06ag80,06,7.08,,7.08,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06065,06ag80,06,7.69,7.69,7.08,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06037,06ag80,06,1.00,1.00,7.08,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06071,06ag80,06,10.62,10.62,7.08,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06073,06ag80,06,9.00,9.00,7.08,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06043,06ag60,06,1.96,,1.96,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06057,06ag60,06,1.96,1.96,1.96,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06019,06ag51,06,14.60,14.60,14.36,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06029,06ag51,06,15.45,15.45,14.36,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06031,06ag51,06,14.78,14.78,14.36,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06047,06ag51,06,13.58,13.58,14.36,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06077,06ag51,06,12.59,12.59,14.36,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06099,06ag51,06,12.74,12.74,14.36,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06107,06ag51,06,16.66,16.66,14.36,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06039,06ag51,06,14.46,14.46,14.36,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06103,06ag50,06,9.15,,9.15,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06095,06ag50,06,6.93,6.93,9.15,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06067,06ag50,06,6.88,6.88,9.15,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06021,06ag50,06,13.11,13.11,9.15,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06007,06ag50,06,9.44,9.44,9.15,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06113,06ag50,06,5.01,5.01,9.15,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06115,06ag50,06,13.53,13.53,9.15,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06041,06ag40,06,12.05,12.05,7.49,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06097,06ag40,06,12.18,12.18,7.49,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06069,06ag40,06,1.85,1.85,7.49,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06001,06ag40,06,3.89,3.89,7.49,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06049,06ag30,06,9.22,,,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06035,06ag30,06,9.22,,,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06105,06ag20,06,0.75,0.75,2.61,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06089,06ag20,06,4.69,4.69,2.61,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06093,06ag20,06,2.40,2.40,2.61,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06045,06ag10,06,7.10,7.10,9.83,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06015,06ag10,06,15.32,15.32,9.83,9.22,14.20,11.90,11.20
"HAYLAGE, (EXCL ALFALFA)",TONS,06023,06ag10,06,7.08,7.08,9.83,9.22,14.20,11.90,11.20
"HAY, SMALL GRAIN",TONS,30073,30ag20,30,1.38,1.38,1.67,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30041,30ag20,30,1.66,1.66,1.67,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30035,30ag20,30,1.31,1.31,1.67,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30005,30ag20,30,1.75,1.75,1.67,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30051,30ag20,30,2.39,2.39,1.67,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30089,30ag10,30,0.96,0.96,2.05,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30047,30ag10,30,2.58,2.58,2.05,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30077,30ag10,30,2.12,2.12,2.05,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30063,30ag10,30,1.61,1.61,2.05,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30039,30ag10,30,2.16,2.16,2.05,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30023,30ag10,30,1.67,1.67,2.05,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30053,30ag10,30,3.48,3.48,2.05,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30081,30ag10,30,2.33,2.33,2.05,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,30029,30ag10,30,1.52,1.52,2.05,1.90,2.45,2.20,1.40
"HAY, SMALL GRAIN",TONS,16037,16ag90,16,2.85,2.85,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16033,16ag90,16,2.54,2.54,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16029,16ag90,16,1.99,1.99,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16023,16ag90,16,2.91,2.91,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16081,16ag90,16,2.05,2.05,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16077,16ag90,16,1.80,1.80,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16065,16ag90,16,2.53,2.53,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16059,16ag90,16,2.57,2.57,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16007,16ag90,16,1.70,1.70,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16011,16ag90,16,2.45,2.45,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16051,16ag90,16,2.24,2.24,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16043,16ag90,16,2.43,2.43,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16041,16ag90,16,2.15,2.15,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16019,16ag90,16,2.00,2.00,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16071,16ag90,16,1.89,1.89,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16005,16ag90,16,1.74,1.74,2.24,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16025,16ag80,16,1.93,1.93,2.93,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16053,16ag80,16,2.93,,2.93,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16067,16ag80,16,2.07,2.07,2.93,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16031,16ag80,16,3.09,3.09,2.93,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16063,16ag80,16,3.59,3.59,2.93,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16083,16ag80,16,3.55,3.55,2.93,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16013,16ag80,16,2.56,2.56,2.93,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16047,16ag80,16,3.75,3.75,2.93,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16087,16ag70,16,2.55,2.55,2.81,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16085,16ag70,16,1.83,1.83,2.81,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16075,16ag70,16,2.68,2.68,2.81,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16073,16ag70,16,3.14,3.14,2.81,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16045,16ag70,16,2.67,2.67,2.81,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16039,16ag70,16,3.22,3.22,2.81,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16027,16ag70,16,2.93,2.93,2.81,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16003,16ag70,16,1.88,1.88,2.81,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16001,16ag70,16,4.40,4.40,2.81,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16035,16ag10,16,1.02,1.02,1.54,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16049,16ag10,16,1.81,1.81,1.54,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16055,16ag10,16,1.68,1.68,1.54,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16009,16ag10,16,1.05,1.05,1.54,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16057,16ag10,16,1.33,1.33,1.54,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16061,16ag10,16,2.09,2.09,1.54,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16069,16ag10,16,1.81,1.81,1.54,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16021,16ag10,16,1.97,1.97,1.54,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,16017,16ag10,16,1.10,1.10,1.54,2.33,3.05,2.45,1.55
"HAY, SMALL GRAIN",TONS,06083,06ag80,06,1.86,1.86,3.06,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06025,06ag80,06,3.06,,3.06,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06065,06ag80,06,5.41,5.41,3.06,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06071,06ag80,06,2.69,2.69,3.06,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06111,06ag80,06,2.16,2.16,3.06,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06037,06ag80,06,3.28,3.28,3.06,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06073,06ag80,06,2.93,2.93,3.06,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06043,06ag60,06,2.64,,2.64,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06005,06ag60,06,2.64,,2.64,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06017,06ag60,06,4.06,4.06,2.64,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06091,06ag60,06,2.24,2.24,2.64,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06009,06ag60,06,2.26,2.26,2.64,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06027,06ag60,06,2.84,2.84,2.64,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06057,06ag60,06,2.64,,2.64,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06061,06ag60,06,1.82,1.82,2.64,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06109,06ag60,06,2.64,,2.64,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06029,06ag51,06,2.45,2.45,3.39,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06031,06ag51,06,4.26,4.26,3.39,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06039,06ag51,06,2.60,2.60,3.39,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06047,06ag51,06,3.66,3.66,3.39,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06077,06ag51,06,3.39,3.39,3.39,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06099,06ag51,06,4.06,4.06,3.39,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06107,06ag51,06,3.54,3.54,3.39,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06019,06ag51,06,3.12,3.12,3.39,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06113,06ag50,06,2.65,2.65,2.59,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06011,06ag50,06,3.07,3.07,2.59,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06021,06ag50,06,2.84,2.84,2.59,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06115,06ag50,06,1.94,1.94,2.59,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06095,06ag50,06,2.46,2.46,2.59,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06007,06ag50,06,2.52,2.52,2.59,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06067,06ag50,06,2.68,2.68,2.59,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06101,06ag50,06,2.92,2.92,2.59,2.53,3.75,2.25,1.85
"HAY, SMALL GRAIN",TONS,06103,06ag50,06,2.25,2.25,2.59,2.53,3.75,2.25,1.85
