location,year,irrigated,non_irrigated,pasture,value,dataitem
30047,2008,t,f,f,56.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30047,2008,f,f,t,13.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30047,2009,t,f,f,78,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30047,2009,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30047,2010,t,f,f,73,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30047,2010,f,f,t,19,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30047,2011,t,f,f,64,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30047,2011,f,f,t,10.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30047,2012,t,f,f,62.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30047,2012,f,t,f,29.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30047,2012,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30047,2013,t,f,f,62.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30047,2013,f,f,t,9.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30047,2014,t,f,f,60,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30047,2014,f,t,f,30,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30047,2014,f,f,t,9.7,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30049,2010,t,f,f,50.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30049,2012,t,f,f,49,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30049,2012,f,t,f,21,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30049,2014,f,t,f,18.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30049,2014,f,f,t,9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30051,2009,f,t,f,15,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30051,2009,f,f,t,5.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30051,2010,f,t,f,18,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30051,2010,f,f,t,6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30051,2011,f,t,f,19,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30051,2012,f,t,f,18,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30051,2013,f,t,f,19,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30051,2013,f,f,t,7.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30051,2014,f,t,f,20,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30053,2010,f,f,t,3.7,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30055,2008,f,t,f,17.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30055,2009,f,t,f,19.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30055,2009,f,f,t,4.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30055,2010,f,t,f,19.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30055,2012,f,t,f,21,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30055,2013,f,t,f,20,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30055,2013,f,f,t,6.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30055,2014,f,t,f,21.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30055,2014,f,f,t,6.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30057,2009,t,f,f,54,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30057,2011,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30057,2012,f,f,t,8.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30057,2013,t,f,f,99,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30057,2014,t,f,f,90.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30057,2014,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30059,2009,f,f,t,6.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30059,2010,f,f,t,5.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30059,2011,f,f,t,6.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30059,2013,f,f,t,6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30059,2014,t,f,f,38,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30059,2014,f,t,f,21.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30059,2014,f,f,t,6.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30063,2009,f,f,t,16.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30063,2010,t,f,f,25.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30063,2010,f,f,t,18,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30063,2012,t,f,f,31.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30063,2013,t,f,f,34,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30063,2013,f,f,t,12,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30063,2014,t,f,f,34.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30063,2014,f,t,f,18.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30063,2014,f,f,t,14,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30065,2009,f,t,f,20,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30065,2009,f,f,t,6.8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30065,2010,f,t,f,19,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30065,2010,f,f,t,3.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30065,2012,f,f,t,4.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30065,2013,t,f,f,67.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30065,2013,f,f,t,4.4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30065,2014,f,f,t,4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30067,2011,f,f,t,8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30067,2012,f,f,t,8.7,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30067,2013,t,f,f,41,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30067,2013,f,t,f,17,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30067,2013,f,f,t,8.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30067,2014,t,f,f,47.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30067,2014,f,t,f,18.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30067,2014,f,f,t,7.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30069,2009,f,f,t,3.8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30069,2010,f,f,t,3.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30069,2011,f,f,t,4.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30069,2012,f,f,t,3.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30069,2013,f,t,f,19,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30069,2013,f,f,t,4.3,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30069,2014,f,f,t,4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30071,2009,f,t,f,18.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30071,2009,f,f,t,2.8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30071,2010,t,f,f,45.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30071,2010,f,t,f,18,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30071,2010,f,f,t,4.3,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30071,2011,t,f,f,40,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30071,2011,f,f,t,4.3,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30071,2012,f,t,f,18.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30071,2012,f,f,t,6.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30071,2013,f,f,t,6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30071,2014,t,f,f,35.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30071,2014,f,t,f,25,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30071,2014,f,f,t,5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30073,2008,f,t,f,26,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2009,t,f,f,43,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2009,f,t,f,33.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2009,f,f,t,6.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30073,2010,t,f,f,63,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2010,f,t,f,37.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2010,f,f,t,4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30073,2011,f,t,f,33.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2012,f,t,f,28.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2012,f,f,t,12.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30073,2013,t,f,f,71,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2013,f,t,f,33,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2013,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30073,2014,t,f,f,68.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30073,2014,f,t,f,34.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30075,2009,f,f,t,3.3,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30075,2010,f,t,f,15.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30075,2010,f,f,t,3.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30075,2011,f,t,f,13,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30075,2011,f,f,t,4.7,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30075,2012,f,f,t,5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30075,2013,f,f,t,4.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30075,2014,f,f,t,4.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30077,2010,t,f,f,55.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30077,2011,t,f,f,50,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30077,2011,f,f,t,5.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30077,2012,f,f,t,4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30077,2013,t,f,f,57,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30077,2014,t,f,f,56,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30079,2009,f,f,t,2.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30079,2010,f,t,f,16.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30079,2010,f,f,t,3.8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30079,2012,t,f,f,100,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30079,2014,f,f,t,5.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30081,2008,t,f,f,55.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30081,2008,f,f,t,41.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30081,2009,t,f,f,62.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30081,2009,f,f,t,24,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30081,2010,t,f,f,62,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30081,2010,f,f,t,18,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30081,2011,t,f,f,60,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30081,2011,f,f,t,22,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30081,2012,t,f,f,62.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30081,2012,f,f,t,27,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30081,2013,t,f,f,57,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30081,2013,f,f,t,26.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30081,2014,t,f,f,58.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30081,2014,f,f,t,21,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30083,2009,t,f,f,125,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30083,2009,f,t,f,18,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30083,2009,f,f,t,4.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30083,2010,t,f,f,145,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30083,2010,f,t,f,18,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30083,2010,f,f,t,4.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30083,2011,t,f,f,126,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30083,2011,f,t,f,15.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30083,2011,f,f,t,4.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30083,2012,t,f,f,126,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30083,2012,f,f,t,4.3,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30083,2013,t,f,f,133,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30083,2013,f,f,t,5.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30083,2014,t,f,f,127,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30083,2014,f,f,t,6.7,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30085,2008,f,t,f,21,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30085,2008,f,f,t,5.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30085,2009,f,t,f,19,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30085,2009,f,f,t,3.8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30085,2010,f,t,f,20.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30085,2010,f,f,t,4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30085,2011,f,t,f,23,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30085,2011,f,f,t,4.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30085,2012,t,f,f,24.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30085,2012,f,t,f,22.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30085,2012,f,f,t,4.4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30085,2013,f,t,f,24.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30085,2013,f,f,t,4.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30085,2014,f,t,f,25,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30085,2014,f,f,t,4.7,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30087,2009,t,f,f,66,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30087,2009,f,f,t,2.4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30087,2010,t,f,f,80,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30087,2010,f,f,t,3.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30087,2011,t,f,f,85.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30087,2011,f,t,f,19,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30087,2011,f,f,t,3.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30087,2012,f,t,f,22,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30087,2013,f,f,t,3.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30087,2014,f,t,f,14.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30089,2009,t,f,f,20,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30089,2009,f,f,t,8.4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30089,2010,f,f,t,4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30089,2011,f,f,t,5.3,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30089,2012,t,f,f,46.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30089,2013,t,f,f,47,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30089,2013,f,t,f,16,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30089,2013,f,f,t,5.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30089,2014,t,f,f,48,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30089,2014,f,t,f,14,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30089,2014,f,f,t,5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30091,2008,f,t,f,25.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30091,2009,f,t,f,27,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30091,2009,f,f,t,4.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30091,2010,f,t,f,24.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30091,2010,f,f,t,5.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30091,2011,f,t,f,29.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30091,2012,f,t,f,30.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30091,2012,f,f,t,3.7,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30091,2013,f,t,f,28.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30091,2014,f,t,f,32.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30091,2014,f,f,t,4.4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30093,2012,f,f,t,14.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30093,2014,f,f,t,9.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30095,2009,t,f,f,70.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30095,2009,f,t,f,18.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30095,2009,f,f,t,5.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30095,2010,t,f,f,70,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30095,2010,f,t,f,17.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30095,2010,f,f,t,5.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30095,2011,t,f,f,75,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30095,2012,f,t,f,17,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30095,2012,f,f,t,5.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30095,2014,f,t,f,21,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30095,2014,f,f,t,5.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30097,2012,f,f,t,4.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30097,2013,f,f,t,4.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30097,2014,f,f,t,5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30099,2008,t,f,f,80,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30099,2009,t,f,f,77,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30099,2009,f,t,f,33.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30099,2010,t,f,f,77,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30099,2010,f,t,f,31,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30099,2010,f,f,t,6.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
30099,2011,t,f,f,75,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30099,2012,t,f,f,83,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
30099,2012,f,t,f,30,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
